variables = "x", "Cf"
 3.05422906894847e-001    4.55394080712113e+000
 3.09004730435130e-001    4.52957903623004e+000
 3.15782829569465e-001    4.49090371791221e+000
 3.21666431893223e-001    4.45431374723392e+000
 3.28702362220457e-001    4.40560203403715e+000
 3.42515432607534e-001    4.32222009760581e+000
 3.50445859745346e-001    4.27142303676952e+000
 3.58122771525478e-001    4.21263944293757e+000
 3.74615496046315e-001    4.13902184392062e+000
 3.79732797850075e-001    4.10250284475481e+000
 3.88938474372231e-001    4.05959768823086e+000
 4.00447368289601e-001    3.99845668929483e+000
 4.11954823595231e-001    3.94332333298367e+000
 4.19244748817391e-001    3.90059560524094e+000
 4.35862792405329e-001    3.83697891534669e+000
 4.43149360866764e-001    3.80826902039532e+000
 4.55805787415144e-001    3.75503175435705e+000
 4.65522330950633e-001    3.71207928349143e+000
 4.72808899412067e-001    3.68336938854006e+000
 4.85846078534214e-001    3.64010937445365e+000
 4.94410773603473e-001    3.60727609856488e+000
 5.01698301139401e-001    3.57456110853027e+000
 5.14098335106622e-001    3.52535259474607e+000
 5.23812001418631e-001    3.49441540913019e+000
 5.46560449166554e-001    3.43023094713601e+000
 5.57940667256098e-001    3.37310687186865e+000
 5.66372850199558e-001    3.36031089998152e+000
 5.75831562542147e-001    3.32739482399484e+000
 5.83882992911840e-001    3.30462160015585e+000
 5.92315175855300e-001    3.29182562826872e+000
 5.99599346630502e-001    3.27312847102546e+000
 6.04964409344982e-001    3.26862657535478e+000
 6.11739631255838e-001    3.24196654228669e+000
 6.19281153686692e-001    3.21523553770611e+000
 6.25157562951752e-001    3.20868378015215e+000
 6.35251502300280e-001    3.18972639402976e+000
 6.47773978111123e-001    3.16253407461799e+000
 6.63494647665003e-001    3.11301801761300e+000
 6.71545118960204e-001    3.09424988885725e+000
 6.81766775062065e-001    3.07528067414945e+000
 6.91990349312913e-001    3.04830126927515e+000
 7.01956092370862e-001    3.03135825927980e+000
 7.07195356480996e-001    3.01885800202804e+000
 7.14734001688371e-001    3.00414228269720e+000
 7.39013611864551e-001    2.94582352030291e+000
 7.46933489182938e-001    2.93908250538231e+000
 7.61244479077690e-001    2.90972203823311e+000
 7.70701752808540e-001    2.88281360487130e+000
 7.82713841143297e-001    2.85366605225957e+000
 7.91530612958495e-001    2.83482695199133e+000
 8.00471744766301e-001    2.82999385592903e+000
 8.11333423246567e-001    2.80495785566928e+000
 8.22194622189587e-001    2.78192440295115e+000
 8.30117856268701e-001    2.76116555523919e+000
 8.43406153062295e-001    2.73590481185656e+000
 8.53881324521836e-001    2.72492213014441e+000
 8.65124714650362e-001    2.70585828675328e+000
 8.73047469192229e-001    2.68710198658295e+000
 8.84032548590610e-001    2.68007708561238e+000
 8.92209298027404e-001    2.66730477089609e+000
 9.03071456044917e-001    2.64026622309471e+000
 9.14055096831558e-001    2.63924896474902e+000
